QAM
time ($\mu$s),Amplitude
0.0,21.387487972738292
0.009999999776482582,24.73966972743147
0.019999999552965164,29.30665131341404
0.029999999329447746,25.652963602561304
0.03999999910593033,28.982526011243134
0.05000000074505806,33.109536892713734
0.05999999865889549,30.620484237623057
0.07000000029802322,28.40900872388839
0.07999999821186066,38.71076929915496
0.09000000357627869,40.48774055052957
0.10000000149011612,35.93051911255876
0.10999999940395355,36.290851103001444
0.11999999731779099,36.3947704600854
0.1300000101327896,35.02661129814945
0.14000000059604645,39.22676279810875
0.15000000596046448,29.646185241506263
0.1599999964237213,26.754749410946435
0.16999998688697815,33.61168186131667
0.18000000715255737,27.95647668086912
0.1899999976158142,26.938223894159446
0.20000000298023224,34.952645968029515
0.20999999344348907,32.992129166273024
0.2199999988079071,22.417729324006135
0.23000000417232513,34.31090285519745
0.23999999463558197,14.617995597993508
0.25,25.573754848555666
0.2600000202655792,17.694147101447577
0.26999998092651367,20.363743459996094
0.2800000011920929,18.989718201207936
0.28999999165534973,13.47618778725099
0.30000001192092896,18.169785937866695
0.3100000023841858,20.413809785352342
0.3199999928474426,13.752420110747337
0.33000001311302185,16.96804294938728
0.3399999737739563,11.155918902966986
0.3499999940395355,14.208054409150689
0.36000001430511475,0.4328229368470149
0.3700000047683716,8.23459691570487
0.3799999952316284,0.22414024966781532
0.38999998569488525,-3.580742917880718
0.4000000059604645,-6.663036197500637
0.4099999964237213,-5.296134792924438
0.41999998688697815,-5.833571297366729
0.4300000071525574,-4.814270286574385
0.4399999976158142,-10.836924117417672
0.44999998807907104,-14.034379234692992
0.46000000834465027,-9.422773013164923
0.4699999988079071,-17.896964477726648
0.47999998927116394,-17.50707304054633
0.4899999797344208,-26.92531265467005
0.5,-26.09418917063236
0.5099999904632568,-19.10004063471676
0.5200000405311584,-32.179127775029656
0.5300000309944153,-30.511867597710932
0.5399999618530273,-30.263462293793985
0.5499999523162842,-40.476756498427534
0.5600000023841858,-27.36013331976942
0.5699999928474426,-25.114803703736825
0.5799999833106995,-38.94009202190076
0.5900000333786011,-29.26066557047541
0.6000000238418579,-30.260053323582177
0.60999995470047,-31.825855609314033
0.6200000047683716,-38.236018705211805
0.6299999952316284,-36.13565326044807
0.6399999856948853,-30.086246619598157
0.6499999761581421,-31.08426496736177
0.6600000262260437,-40.71601137828487
0.6700000166893005,-23.47521531125126
0.6799999475479126,-35.798016203116646
0.6899999976158142,-31.419096475238444
0.699999988079071,-30.35247421665244
0.7099999785423279,-32.69050930500143
0.7200000286102295,-21.2505242639433
0.7300000190734863,-32.54618031325615
0.7400000095367432,-29.431355519013476
0.7499999403953552,-22.774442359652262
0.7599999904632568,-24.459953189688132
0.7699999809265137,-27.702118834052
0.7799999713897705,-25.71956311556185
0.7900000214576721,-25.864721273516807
0.800000011920929,-16.24910271290825
0.8100000023841858,-12.737923577067404
0.8199999928474426,-9.998813964765462
0.8299999833106995,-13.286586327566877
0.8399999737739563,2.607905221692601
0.8499999642372131,-4.25357890172102
0.8600000143051147,1.5179196122934515
0.8700000047683716,-0.7651081704713334
0.8799999952316284,-5.7605630994125665
0.8899999856948853,4.865327332783806
0.8999999761581421,1.497125819589491
0.9099999666213989,5.435417536179399
0.9200000166893005,9.007549524711292
0.9300000071525574,10.332119357576445
0.9399999976158142,11.229632713833501
